,,Sales Mix Report,,,,,
"CAMEL KG, 2 Pack",$14.20 ,12,$170.40 ,0.06%,$0.00 ,$0.00 ,$170.40 
"CAMEL MTHL KG,  Each",$8.50 ,7,$59.50 ,0.02%,$0.00 ,$0.00 ,$59.50 
"CAMEL MTHL KG, 2 Pack",$14.40 ,8,$115.20 ,0.04%,$0.00 ,$0.00 ,$115.20 
"CAMEL MTHL SLVR BX,  Each",$8.50 ,24,$204.00 ,0.07%,$0.00 ,$0.00 ,$204.00 
"CAMEL MTHL SLVR BX, 2 Pack",$14.40 ,18,$259.20 ,0.09%,$0.00 ,$0.00 ,$259.20 
"CAMEL NON FLTR SP,  Each",$11.59 ,6,$69.54 ,0.02%,$0.00 ,$0.00 ,$69.54 
"CAMEL NON FLTR SP, 2 Pack",$23.08 ,12,$276.96 ,0.10%,$0.00 ,$0.00 ,$276.96 
"CAMEL PLTNM BX,  Each",$9.18 ,1,$9.18 ,0.00%,$0.00 ,$0.00 ,$9.18 
"CAMEL PLTNM BX, 2 Pack",$18.26 ,5,$91.30 ,0.03%,$0.00 ,$0.00 ,$91.30 
"CAMEL TRKSH BLND GLD,  Each",$8.40 ,2,$16.80 ,0.01%,$0.00 ,$0.00 ,$16.80 
"CAMEL TRKSH BLND ROYAL,  Each",$8.40 ,29,$243.60 ,0.09%,$0.00 ,$0.00 ,$243.60 
"CAMEL TRKSH BLND ROYAL, 2 Pack",$14.20 ,1,$14.20 ,0.00%,$0.00 ,$0.00 ,$14.20 
"CAMEL TRKSH BLND SLVR BX,  Each",$8.40 ,1,$8.40 ,0.00%,$0.00 ,$0.00 ,$8.40 
"CAMEL TRKSH BLND SLVR BX, 2 Pack",$14.20 ,1,$14.20 ,0.00%,$0.00 ,$0.00 ,$14.20 
"CAMEL WD BLUE BX,  Each",$9.18 ,2,$18.36 ,0.01%,$0.00 ,$0.00 ,$18.36 
"CAMEL WD BLUE BX, 2 Pack",$18.26 ,4,$73.04 ,0.03%,$0.00 ,$0.00 ,$73.04 
"CAMEL WD KG,  Each",$9.18 ,2,$18.36 ,0.01%,$0.00 ,$0.00 ,$18.36 
"CAMEL WD KG, 2 Pack",$18.26 ,4,$73.04 ,0.03%,$0.00 ,$0.00 ,$73.04 
"KAMEL RD BX,  Each",$9.69 ,1,$9.69 ,0.00%,$0.00 ,$0.00 ,$9.69 
"KOOL BLUE KG BX,  Each",$9.12 ,2,$18.24 ,0.01%,$0.00 ,$0.00 ,$18.24 
"KOOL BLUE KG BX, 2 Pack",$18.14 ,2,$36.28 ,0.01%,$0.00 ,$0.00 ,$36.28 
"KOOL KG 100 BX,  Each",$9.12 ,1,$9.12 ,0.00%,$0.00 ,$0.00 ,$9.12 
"KOOL KG BX,  Each",$9.12 ,1,$9.12 ,0.00%,$0.00 ,$0.00 ,$9.12 
"MARL 100 BX,  Each",$8.92 ,40,$356.80 ,0.13%,$0.00 ,$0.00 ,$356.80 
"MARL 100 BX, 2 Pack",$17.24 ,21,$362.04 ,0.13%,$0.00 ,$0.00 ,$362.04 
"MARL 100 BX, Carton",$83.49 ,1,$83.49 ,0.03%,$0.00 ,$0.00 ,$83.49 
"MARL 100 BX, Carton",$86.20 ,4,$344.80 ,0.12%,$0.00 ,$0.00 ,$344.80 
"MARL 72 BX,  Each",$8.02 ,24,$192.48 ,0.07%,$0.00 ,$0.00 ,$192.48 
"MARL 72 BX, 2 Pack",$15.44 ,1,$15.44 ,0.01%,$0.00 ,$0.00 ,$15.44 
"MARL 72 GLD BX,  Each",$8.02 ,9,$72.18 ,0.03%,$0.00 ,$0.00 ,$72.18 
"MARL 72 GLD BX, 2 Pack",$15.44 ,18,$277.92 ,0.10%,$0.00 ,$0.00 ,$277.92 
"MARL 72 GRN BX,  Each",$8.22 ,4,$32.88 ,0.01%,$0.00 ,$0.00 ,$32.88 
"MARL 72 GRN BX, 2 Pack",$15.84 ,1,$15.84 ,0.01%,$0.00 ,$0.00 ,$15.84 
"MARL 72 SLVR BX, 2 Pack",$15.44 ,14,$216.16 ,0.08%,$0.00 ,$0.00 ,$216.16 
"MARL 83S BX,  Each",$8.92 ,1,$8.92 ,0.00%,$0.00 ,$0.00 ,$8.92 
"MARL BLACK LBL KG BX,  Each",$8.92 ,1,$8.92 ,0.00%,$0.00 ,$0.00 ,$8.92 
"MARL BLND 27 100 $0.50/PK,  Each",$8.42 ,3,$25.26 ,0.01%,$0.00 ,$0.00 ,$25.26 
"MARL BLND 27 100 $0.50/PK, 2 Pack",$16.24 ,2,$32.48 ,0.01%,$0.00 ,$0.00 ,$32.48 
"MARL BLND 27 100 BX,  Each",$8.92 ,1,$8.92 ,0.00%,$0.00 ,$0.00 ,$8.92 
"MARL BLND 27 100 BX, 2 Pack",$17.24 ,6,$103.44 ,0.04%,$0.00 ,$0.00 ,$103.44 
"MARL BLND 27 100 BX, Carton",$86.20 ,1,$86.20 ,0.03%,$0.00 ,$0.00 ,$86.20 
"MARL BLND 27 BX,  Each",$8.92 ,12,$107.04 ,0.04%,$0.00 ,$0.00 ,$107.04 
"MARL BLND 27 BX, 2 Pack",$17.24 ,3,$51.72 ,0.02%,$0.00 ,$0.00 ,$51.72 
"MARL BX,  Each",$8.92 ,167,"$1,489.64 ",0.52%,$0.00 ,$8.92 ,"$1,480.72 "
"MARL BX, 2 Pack",$17.24 ,35,$603.40 ,0.21%,$0.00 ,$17.24 ,$586.16 
"MARL BX, Carton",$83.49 ,4,$333.96 ,0.12%,$0.00 ,$0.00 ,$333.96 
"MARL BX, Carton",$86.20 ,12,"$1,034.40 ",0.36%,$0.00 ,$0.00 ,"$1,034.40 "
"MARL EDGE $0.50/1PK,  Each",$7.42 ,1,$7.42 ,0.00%,$0.00 ,$0.00 ,$7.42 
"MARL GLD 100 BX,  Each",$8.92 ,38,$338.96 ,0.12%,$0.00 ,$0.00 ,$338.96 
"MARL GLD 100 BX, 2 Pack",$17.24 ,60,"$1,034.40 ",0.36%,$0.00 ,$0.00 ,"$1,034.40 "
"MARL GLD 100 BX, Carton",$83.49 ,1,$83.49 ,0.03%,$0.00 ,$0.00 ,$83.49 
"MARL GLD 100 SOFT PACK,  Each",$8.92 ,1,$8.92 ,0.00%,$0.00 ,$0.00 ,$8.92 
"MARL GLD 100 SOFT PACK, 2 Pack",$17.24 ,3,$51.72 ,0.02%,$0.00 ,$0.00 ,$51.72 
"MARL GLD BX,  Each",$8.92 ,175,"$1,561.00 ",0.55%,$0.00 ,$0.00 ,"$1,561.00 "
"MARL GLD BX, 2 Pack",$17.24 ,85,"$1,465.40 ",0.51%,$0.00 ,$0.00 ,"$1,465.40 "
"MARL GLD SOFT PACK, 2 Pack",$17.24 ,4,$68.96 ,0.02%,$0.00 ,$0.00 ,$68.96 
"MARL MTHL 100 BX,  Each",$9.07 ,13,$117.91 ,0.04%,$0.00 ,$0.00 ,$117.91 
"MARL MTHL 100 BX, 2 Pack",$17.54 ,3,$52.62 ,0.02%,$0.00 ,$0.00 ,$52.62 
"MARL MTHL BLD ICE KG,  Each",$8.07 ,1,$8.07 ,0.00%,$0.00 ,$0.00 ,$8.07 
"MARL MTHL BLD ICE KG, 2 Pack",$15.54 ,1,$15.54 ,0.01%,$0.00 ,$0.00 ,$15.54 
"MARL MTHL BLUE 100 BX, 2 Pack",$17.54 ,1,$17.54 ,0.01%,$0.00 ,$0.00 ,$17.54 
"MARL MTHL BX,  Each",$9.07 ,8,$72.56 ,0.03%,$0.00 ,$0.00 ,$72.56 
"MARL MTHL BX, 2 Pack",$17.54 ,2,$35.08 ,0.01%,$0.00 ,$0.00 ,$35.08 
"MARL MTHL BX, Carton",$84.99 ,2,$169.98 ,0.06%,$0.00 ,$0.00 ,$169.98 
"MARL MTHL BX, Carton",$87.70 ,2,$175.40 ,0.06%,$0.00 ,$0.00 ,$175.40 
"MARL MTHL GLD 100 BX,  Each",$9.07 ,4,$36.28 ,0.01%,$0.00 ,$0.00 ,$36.28 
"MARL MTHL GLD 100 BX, 2 Pack",$17.54 ,2,$35.08 ,0.01%,$0.00 ,$0.00 ,$35.08 
"MARL MTHL GLD BX,  Each",$9.07 ,5,$45.35 ,0.02%,$0.00 ,$0.00 ,$45.35 
"MARL MTHL GLD KG $.50/1PK,  Each",$8.57 ,2,$17.14 ,0.01%,$0.00 ,$0.00 ,$17.14 
"MARL MTHL GLD KG $.50/1PK, 2 Pack",$16.54 ,1,$16.54 ,0.01%,$0.00 ,$0.00 ,$16.54 
"MARL MTHL KG $0.50/1PK,  Each",$8.57 ,6,$51.42 ,0.02%,$0.00 ,$0.00 ,$51.42 
"MARL MTHL SLVR 100 BX,  Each",$9.07 ,7,$63.49 ,0.02%,$0.00 ,$0.00 ,$63.49 
"MARL MTHL SLVR 100 BX, 2 Pack",$17.54 ,1,$17.54 ,0.01%,$0.00 ,$0.00 ,$17.54 
"MARL MTHL SLVR BX,  Each",$9.07 ,5,$45.35 ,0.02%,$0.00 ,$0.00 ,$45.35 
"MARL NXT BX,  Each",$7.97 ,19,$151.43 ,0.05%,$0.00 ,$0.00 ,$151.43 
"MARL NXT BX, 2 Pack",$15.34 ,4,$61.36 ,0.02%,$0.00 ,$0.00 ,$61.36 
"MARL RD LBL 100 BX,  Each",$8.92 ,3,$26.76 ,0.01%,$0.00 ,$0.00 ,$26.76 
"MARL RD LBL 100 BX, 2 Pack",$17.24 ,2,$34.48 ,0.01%,$0.00 ,$0.00 ,$34.48 
"MARL RD LBL BX,  Each",$8.92 ,1,$8.92 ,0.00%,$0.00 ,$0.00 ,$8.92 
"MARL RD LBL BX, 2 Pack",$17.24 ,5,$86.20 ,0.03%,$0.00 ,$0.00 ,$86.20 
"MARL RD LBL BX, Carton",$86.20 ,2,$172.40 ,0.06%,$0.00 ,$0.00 ,$172.40 
"MARL SLATE MTH 100 $0.50,  Each",$7.47 ,4,$29.88 ,0.01%,$0.00 ,$0.00 ,$29.88 
"MARL SLVR 100 BX,  Each",$8.92 ,6,$53.52 ,0.02%,$0.00 ,$0.00 ,$53.52 
"MARL SLVR 100 BX, 2 Pack",$17.24 ,7,$120.68 ,0.04%,$0.00 ,$0.00 ,$120.68 
"MARL SLVR BX,  Each",$8.92 ,35,$312.20 ,0.11%,$0.00 ,$0.00 ,$312.20 
"MARL SLVR BX, 2 Pack",$17.24 ,18,$310.32 ,0.11%,$0.00 ,$0.00 ,$310.32 
"MARL SLVR BX, Carton",$86.20 ,1,$86.20 ,0.03%,$0.00 ,$0.00 ,$86.20 
"MARL SMTH 100 BX,  Each",$9.07 ,10,$90.70 ,0.03%,$0.00 ,$0.00 ,$90.70 
"MARL SMTH BX,  Each",$9.07 ,12,$108.84 ,0.04%,$0.00 ,$0.00 ,$108.84 
"MARL SMTH ICE $.50/1PK,  Each",$8.57 ,2,$17.14 ,0.01%,$0.00 ,$0.00 ,$17.14 
"MARL SMTH ICE KG $.50/1PK,  Each",$8.57 ,7,$59.99 ,0.02%,$0.00 ,$0.00 ,$59.99 
"MARL SOFT PACK,  Each",$8.92 ,1,$8.92 ,0.00%,$0.00 ,$0.00 ,$8.92 
"MARL SOFT PACK, 2 Pack",$17.24 ,27,$465.48 ,0.16%,$0.00 ,$0.00 ,$465.48 
"MARL SOFT PACK, Carton",$83.49 ,2,$166.98 ,0.06%,$0.00 ,$0.00 ,$166.98 
"MARL SOFT PACK, Carton",$86.20 ,3,$258.60 ,0.09%,$0.00 ,$0.00 ,$258.60 
"MARL SP BLND BLACK,  Each",$7.92 ,6,$47.52 ,0.02%,$0.00 ,$0.00 ,$47.52 
"MARL SP BLND BLACK, 2 Pack",$15.24 ,3,$45.72 ,0.02%,$0.00 ,$0.00 ,$45.72 
"MARL SP BLND BLK 100,  Each",$7.92 ,11,$87.12 ,0.03%,$0.00 ,$0.00 ,$87.12 
"MARL SP BLND BLK 100, 2 Pack",$15.24 ,6,$91.44 ,0.03%,$0.00 ,$0.00 ,$91.44 
"MARL SP BLND BLK MNTHL EA, 2 Pack",$15.34 ,1,$15.34 ,0.01%,$0.00 ,$0.00 ,$15.34 
"MARL SP SLCT GLD 100 BX,  Each",$8.52 ,6,$51.12 ,0.02%,$0.00 ,$0.00 ,$51.12 
"MARL SP SLCT GLD 100 BX, 2 Pack",$16.44 ,3,$49.32 ,0.02%,$0.00 ,$0.00 ,$49.32 
"MARL SP SLCT GLD BX,  Each",$8.52 ,3,$25.56 ,0.01%,$0.00 ,$0.00 ,$25.56 
"MARL SP SLCT GLD BX, 2 Pack",$16.44 ,1,$16.44 ,0.01%,$0.00 ,$0.00 ,$16.44 
"MARL SP SLCT RD 100 BX,  Each",$8.52 ,9,$76.68 ,0.03%,$0.00 ,$0.00 ,$76.68 
"MARL SPB BLK MTH $.50/1PK,  Each",$7.47 ,1,$7.47 ,0.00%,$0.00 ,$0.00 ,$7.47 
"MARL SPB BLK MTHL 100 EA,  Each",$7.97 ,4,$31.88 ,0.01%,$0.00 ,$0.00 ,$31.88 
"MARL STHRN CT BX,  Each",$8.92 ,3,$26.76 ,0.01%,$0.00 ,$0.00 ,$26.76 
"MVRCK 100 GLD BX, 2 Pack",$15.99 ,1,$15.99 ,0.01%,$0.00 ,$0.00 ,$15.99 
"MVRCK RD 100 BX,  Each",$8.05 ,23,$185.15 ,0.06%,$0.00 ,$0.00 ,$185.15 
"MVRCK RD 100 BX, 2 Pack",$15.99 ,13,$207.87 ,0.07%,$0.00 ,$0.00 ,$207.87 
"MVRCK RD KG BX,  Each",$8.05 ,2,$16.10 ,0.01%,$0.00 ,$0.00 ,$16.10 
"MVRCK RD KG BX, 2 Pack",$15.99 ,1,$15.99 ,0.01%,$0.00 ,$0.00 ,$15.99 
"NATS RICH ORNG KS,  Each",$9.95 ,2,$19.90 ,0.01%,$0.00 ,$0.00 ,$19.90 
"NATS RICH ORNG KS, 2 Pack",$19.48 ,5,$97.40 ,0.03%,$0.00 ,$0.00 ,$97.40 
"NATS RICH SMTH YLLW KS,  Each",$9.95 ,1,$9.95 ,0.00%,$0.00 ,$0.00 ,$9.95 
"NWPRT 100 BX $.25/1PK,  Each",$8.98 ,7,$62.86 ,0.02%,$0.00 ,$0.00 ,$62.86 
"NWPRT 100 BX $.25/1PK, 2 Pack",$15.36 ,1,$15.36 ,0.01%,$0.00 ,$0.00 ,$15.36 
"NWPRT BOX $.25/1PK,  Each",$8.98 ,4,$35.92 ,0.01%,$0.00 ,$0.00 ,$35.92 
"NWPRT BOX $.25/1PK, 2 Pack",$15.36 ,3,$46.08 ,0.02%,$0.00 ,$0.00 ,$46.08 
"NWPRT MTHL BX 100S,  Each",$9.23 ,32,$295.36 ,0.10%,$0.00 ,$0.00 ,$295.36 
"NWPRT MTHL BX 100S, 2 Pack",$15.86 ,12,$190.32 ,0.07%,$0.00 ,$0.00 ,$190.32 
"NWPRT MTHL BX,  Each",$9.23 ,17,$156.91 ,0.06%,$0.00 ,$0.00 ,$156.91 
"NWPRT MTHL BX, 2 Pack",$15.86 ,19,$301.34 ,0.11%,$0.00 ,$0.00 ,$301.34 
"NWPRT MTHL BX, Carton",$74.19 ,1,$74.19 ,0.03%,$0.00 ,$0.00 ,$74.19 
"NWPRT MTHL BX, Carton",$79.30 ,1,$79.30 ,0.03%,$0.00 ,$0.00 ,$79.30 
"NWPRT MTHL GLD 100 BX,  Each",$9.23 ,1,$9.23 ,0.00%,$0.00 ,$0.00 ,$9.23 
"NWPRT NONMTHL 100 BX,  Each",$8.32 ,7,$58.24 ,0.02%,$0.00 ,$0.00 ,$58.24 
"NWPRT NONMTHL BX,  Each",$8.32 ,1,$8.32 ,0.00%,$0.00 ,$0.00 ,$8.32 
"NWPRT NONMTHL BX, 2 Pack",$14.54 ,1,$14.54 ,0.01%,$0.00 ,$0.00 ,$14.54 
"PARL SLVR BX,  Each",$10.69 ,1,$10.69 ,0.00%,$0.00 ,$0.00 ,$10.69 
"PARL WHT 100 BX,  Each",$10.69 ,9,$96.21 ,0.03%,$0.00 ,$0.00 ,$96.21 
"PARL WHT BX,  Each",$10.69 ,10,$106.90 ,0.04%,$0.00 ,$0.00 ,$106.90 
"PARL WHT BX, 2 Pack",$21.28 ,3,$63.84 ,0.02%,$0.00 ,$0.00 ,$63.84 
"PMAL SAV BLUE BX 100,  Each",$8.04 ,1,$8.04 ,0.00%,$0.00 ,$0.00 ,$8.04 
"PMAL SAV BLUE BX 100, 2 Pack",$15.98 ,18,$287.64 ,0.10%,$0.00 ,$0.00 ,$287.64 
"PMAL SAV MTHL BX 100, 2 Pack",$15.98 ,2,$31.96 ,0.01%,$0.00 ,$0.00 ,$31.96 
"PMAL SAV ORNG BX 100,  Each",$8.04 ,9,$72.36 ,0.03%,$0.00 ,$0.00 ,$72.36 
"PMAL SAV ORNG BX 100, 2 Pack",$15.98 ,5,$79.90 ,0.03%,$0.00 ,$0.00 ,$79.90 
"PMAL SAV RED BX 100,  Each",$8.04 ,43,$345.72 ,0.12%,$0.00 ,$0.00 ,$345.72 
"PMAL SAV RED BX 100, 2 Pack",$15.98 ,5,$79.90 ,0.03%,$0.00 ,$0.00 ,$79.90 
"PMAL SAV RED BX KG,  Each",$8.04 ,2,$16.08 ,0.01%,$0.00 ,$0.00 ,$16.08 
"PMAL SAV RED BX KG, 2 Pack",$15.98 ,1,$15.98 ,0.01%,$0.00 ,$0.00 ,$15.98 
"VG SLM GLD 100 BX,  Each",$10.79 ,1,$10.79 ,0.00%,$0.00 ,$0.00 ,$10.79 
"VG SLM SLVR 100 BX,  Each",$10.79 ,1,$10.79 ,0.00%,$0.00 ,$0.00 ,$10.79 
"VG SLM SLVR 100 BX, 2 Pack",$21.48 ,9,$193.32 ,0.07%,$0.00 ,$0.00 ,$193.32 
"WINST GLD 100 BX,  Each",$8.31 ,5,$41.55 ,0.01%,$0.00 ,$0.00 ,$41.55 
"WINST GLD 100 BX, 2 Pack",$16.52 ,13,$214.76 ,0.08%,$0.00 ,$0.00 ,$214.76 
"WINST GLD 100 BX, Carton",$77.49 ,3,$232.47 ,0.08%,$0.00 ,$0.00 ,$232.47 
"WINST GLD 100 BX, Carton",$82.60 ,6,$495.60 ,0.17%,$0.00 ,$0.00 ,$495.60 
"WINST GLD BX,  Each",$8.31 ,11,$91.41 ,0.03%,$0.00 ,$0.00 ,$91.41 
"WINST RD 100 BX,  Each",$8.31 ,8,$66.48 ,0.02%,$0.00 ,$0.00 ,$66.48 
"WINST RD 100 BX, 2 Pack",$16.52 ,6,$99.12 ,0.03%,$0.00 ,$0.00 ,$99.12 
"WINST RD BX,  Each",$8.31 ,8,$66.48 ,0.02%,$0.00 ,$0.00 ,$66.48 
"WINST RD BX, 2 Pack",$16.52 ,4,$66.08 ,0.02%,$0.00 ,$0.00 ,$66.08 
"WINST WHT 100 BX, 2 Pack",$16.52 ,1,$16.52 ,0.01%,$0.00 ,$0.00 ,$16.52 
"WINST WHT BX,  Each",$8.31 ,14,$116.34 ,0.04%,$0.00 ,$0.00 ,$116.34 
"WINST WHT BX, 2 Pack",$16.52 ,16,$264.32 ,0.09%,$0.00 ,$0.00 ,$264.32 
"X_MERIT BLUE SP,  Each",$11.99 ,25,$299.75 ,0.11%,$0.00 ,$0.00 ,$299.75 
"X_MERIT BLUE SP, 2 Pack",$23.88 ,8,$191.04 ,0.07%,$0.00 ,$0.00 ,$191.04 
CIGARETTES Subtotal, ,"2,054","$28,158.95 ",9.88%,$0.00 ,$26.16 ,"$28,132.79 "
CIGARS/CIGARELLOS, , , , , , , 
"B&M CASINO PT 1F1.19,  Each",$1.19 ,17,$20.23 ,0.01%,$0.00 ,$0.00 ,$20.23 
"B&M CIGAR EA,  Each",$1.79 ,36,$64.44 ,0.02%,$0.00 ,$0.00 ,$64.44 
"B&M JAZZ PT 1F$0.99,  Each",$0.99 ,82,$81.18 ,0.03%,$0.00 ,$0.00 ,$81.18 
"B&M JZ UNTP 2F$1.49,  Each",$1.49 ,2,$2.98 ,0.00%,$0.00 ,$0.00 ,$2.98 
"B&M JZ WD TP SNGL EA,  Each",$1.99 ,4,$7.96 ,0.00%,$0.00 ,$0.00 ,$7.96 
"B&M ORIG PT 1F$1.19,  Each",$1.19 ,6,$7.14 ,0.00%,$0.00 ,$0.00 ,$7.14 
"B&M SWEETS PT 1F$1.19,  Each",$1.19 ,7,$8.33 ,0.00%,$0.00 ,$0.00 ,$8.33 
"B&M SWEETS WT 1F$1.19,  Each",$1.19 ,6,$7.14 ,0.00%,$0.00 ,$0.00 ,$7.14 
"B&M WD TP SINGLE EA,  Each",$1.99 ,6,$11.94 ,0.00%,$0.00 ,$0.00 ,$11.94 
"B&M WINE EA,  Each",$1.79 ,3,$5.37 ,0.00%,$0.00 ,$0.00 ,$5.37 
"BACKWOODS BLK RSN EA,  Each",$2.09 ,5,$10.45 ,0.00%,$0.00 ,$0.00 ,$10.45 
"BACKWOODS HNY BOURBN 5PK,  Each",$8.89 ,1,$8.89 ,0.00%,$0.00 ,$0.00 ,$8.89 
"BACKWOODS HONEY 5PK,  Each",$8.89 ,3,$26.67 ,0.01%,$0.00 ,$0.00 ,$26.67 
"BACKWOODS ORIGINAL 5PK,  Each",$8.89 ,2,$17.78 ,0.01%,$0.00 ,$0.00 ,$17.78 
"BACKWOODS RSN CRM 5PK,  Each",$8.89 ,3,$26.67 ,0.01%,$0.00 ,$0.00 ,$26.67 
"BACKWOODS SWT ARMTC EA,  Each",$2.09 ,14,$29.26 ,0.01%,$0.00 ,$0.00 ,$29.26 
"BACKWOODS SWT AROMTIC 5PK,  Each",$8.89 ,7,$62.23 ,0.02%,$0.00 ,$0.00 ,$62.23 
"DJARUM BLK FLTRD CLV CGR EA,  Each",$7.69 ,2,$15.38 ,0.01%,$0.00 ,$0.00 ,$15.38 
"DJARUM ULT MTHL CGR EA,  Each",$7.69 ,21,$161.49 ,0.06%,$0.00 ,$0.00 ,$161.49 
"DUTCH MSTR BRRY FSN 2PK,  Each",$1.79 ,20,$35.80 ,0.01%,$0.00 ,$0.00 ,$35.80 
"DUTCH MSTR HNY FSN,  Each",$1.79 ,15,$26.85 ,0.01%,$0.00 ,$0.00 ,$26.85 
"GAME LF WLD BRY CGRLO 2PK,  Each",$2.49 ,3,$7.47 ,0.00%,$0.00 ,$0.00 ,$7.47 
"OPTIMO DMND CGRLO NTRL EA,  Each",$1.99 ,2,$3.98 ,0.00%,$0.00 ,$0.00 ,$3.98 
"OPTIMO MNGO CGRLO NTRL EA,  Each",$1.99 ,1,$1.99 ,0.00%,$0.00 ,$0.00 ,$1.99 
"OPTIMO SLVR CGRLO NTRL EA,  Each",$1.99 ,1,$1.99 ,0.00%,$0.00 ,$0.00 ,$1.99 
"OPTIMO SWT CRM NTR LF 2PK EA,  Each",$1.99 ,1,$1.99 ,0.00%,$0.00 ,$0.00 ,$1.99 
"SS CGRILLO 2PK EA,  Each",$1.99 ,34,$67.66 ,0.02%,$0.00 ,$0.00 ,$67.66 
"SS CGRILLO BLBRY 2PK EA,  Each",$1.99 ,58,$115.42 ,0.04%,$0.00 ,$0.00 ,$115.42 
"SS CGRILLO BN SMSH 2PK EA,  Each",$1.99 ,8,$15.92 ,0.01%,$0.00 ,$0.00 ,$15.92 
"SS CGRILLO STRWBRY 2PK EA,  Each",$1.99 ,4,$7.96 ,0.00%,$0.00 ,$0.00 ,$7.96 
"SS CGRILLO TRP FSN 2PK EA,  Each",$1.99 ,11,$21.89 ,0.01%,$0.00 ,$0.00 ,$21.89 
"SS CGRLLO SWRV 2PK EA,  Each",$1.99 ,4,$7.96 ,0.00%,$0.00 ,$0.00 ,$7.96 
"SS CGRLO 5FOR3 5PK,  Each",$4.79 ,19,$91.01 ,0.03%,$0.00 ,$0.00 ,$91.01 
"SS CGRLO BAN DQRI 2PK EA,  Each",$1.99 ,1,$1.99 ,0.00%,$0.00 ,$0.00 ,$1.99 
"SS CGRLO BLK CHRY 2PK EA,  Each",$1.99 ,2,$3.98 ,0.00%,$0.00 ,$0.00 ,$3.98 
"SS CGRLO BLK SMTH 2PK EA,  Each",$1.99 ,45,$89.55 ,0.03%,$0.00 ,$0.00 ,$89.55 
"SS CGRLO DMND 2PK EA,  Each",$1.99 ,12,$23.88 ,0.01%,$0.00 ,$0.00 ,$23.88 
"SS CGRLO MN 3F2,  Each",$2.79 ,7,$19.53 ,0.01%,$0.00 ,$0.00 ,$19.53 
"SS GRAPE CIGARILLO 2PK,  Each",$1.99 ,13,$25.87 ,0.01%,$0.00 ,$0.00 ,$25.87 
"SS PCH 2PK EA,  Each",$1.99 ,3,$5.97 ,0.00%,$0.00 ,$0.00 ,$5.97 
"SS WLD RSH CGRLLO 2PK EA,  Each",$1.99 ,5,$9.95 ,0.00%,$0.00 ,$0.00 ,$9.95 
CIGARS/CIGARELLOS Subtotal, ,496,"$1,164.14 ",0.41%,$0.00 ,$0.00 ,"$1,164.14 "
LIGHTERS, , , , , , , 
"BIC LTR BOHEMIAN,  Each",$2.19 ,11,$24.09 ,0.01%,$0.00 ,$0.00 ,$24.09 
"BIC LTR CHILD GUARD ,  Each",$2.09 ,49,$102.41 ,0.04%,$0.00 ,$0.00 ,$102.41 
"BIC LTR GEOMET LCWA199 ,  Each",$2.19 ,21,$45.99 ,0.02%,$0.00 ,$0.00 ,$45.99 
"BIC LTR GUYS,  Each",$2.19 ,1,$2.19 ,0.00%,$0.00 ,$0.00 ,$2.19 
"BIC LTR MINI CHLD GRD DS ,  Each",$1.69 ,36,$60.84 ,0.02%,$0.00 ,$0.00 ,$60.84 
"BIC LTR NEW YEARS EVE,  Each",$2.19 ,3,$6.57 ,0.00%,$0.00 ,$0.00 ,$6.57 
"BIC LTR SEATTLE MARINERS,  Each",$2.49 ,7,$17.43 ,0.01%,$0.00 ,$0.00 ,$17.43 
"BIC USO LTR EA,  Each",$2.19 ,4,$8.76 ,0.00%,$0.00 ,$0.00 ,$8.76 
"EM LIGHTER,  Each",$1.99 ,16,$31.84 ,0.01%,$0.00 ,$0.00 ,$31.84 
LIGHTERS Subtotal, ,148,$300.12 ,0.11%,$0.00 ,$0.00 ,$300.12 
OTHER SMOKING PRODUCTS, , , , , , , 
"BLU ECIG CLSC DSP EA,  Each",$8.49 ,2,$16.98 ,0.01%,$0.00 ,$0.00 ,$16.98 
"GLAS DVC KIT GREY EA,  Each",$4.99 ,1,$4.99 ,0.00%,$0.00 ,$0.00 ,$4.99 
"GLAS POD 5PT FRSHMNTHL2PK,  Each",$12.99 ,3,$38.97 ,0.01%,$0.00 ,$0.00 ,$38.97 
"JUUL BASIC STARTER KIT,  Each",$9.99 ,14,$139.86 ,0.05%,$0.00 ,$0.00 ,$139.86 
"JUUL CLSC MTL 5P .7ML 4PD,  Each",$16.99 ,108,"$1,834.92 ",0.64%,$0.00 ,$0.00 ,"$1,834.92 "
"JUUL CLSC MTL 5P .7ML 4PD, 2 Pack",$31.98 ,17,$543.66 ,0.19%,$0.00 ,$0.00 ,$543.66 
"JUUL DVC STARTER KIT SLVR,  Each",$9.99 ,4,$39.96 ,0.01%,$0.00 ,$0.00 ,$39.96 
"JUUL MNTHL 3PCT .7ML 4PD,  Each",$16.99 ,25,$424.75 ,0.15%,$0.00 ,$0.00 ,$424.75 
"JUUL MNTHL 3PCT .7ML 4PD, 2 Pack",$31.98 ,4,$127.92 ,0.04%,$0.00 ,$0.00 ,$127.92 
"JUUL TABAAC 5% .8ML 4PD,  Each",$16.99 ,28,$475.72 ,0.17%,$0.00 ,$0.00 ,$475.72 
"JUUL TABAAC 5% .8ML 4PD, 2 Pack",$31.98 ,16,$511.68 ,0.18%,$0.00 ,$0.00 ,$511.68 
"JUUL VIRGINIA 1.4ML 2PD,  Each",$10.49 ,4,$41.96 ,0.01%,$0.00 ,$0.00 ,$41.96 
